,price,percent_change,market_cap,vol_24h,id
ZPAY,0.240737,2.34456,69813834,6.31,zoid-pay
SHR,0.01007395,-6.46404,69453171,269078.0,sharering
IRIS,0.057038,-4.18187,69422189,2282774.0,iris-network
WAN,0.357594,-6.35097,69107740,1919694.0,wanchain
PLTC,0.649644,13.86978,69000219,238137.0,platoncoin
PCX,1.31,-10.03692,68530128,222795.0,chainx
XMON,28679.0,-6.05061,67621556,4647562.0,xmon
PTP,4.2,-2.44395,67539724,5145779.0,platypus-finance
CUDOS,0.02310801,-3.886,67337970,597869.0,cudos
ARPA,0.068635,-4.83338,67281581,23897432.0,arpa-chain
VLXPAD,0.169303,-5.32666,66978432,462031.0,velaspad
ROOK,82.85,-6.44202,66803866,330312.0,rook
SEUR,1.13,2.93526,66407375,483398.0,seur
QUACK,1.486e-09,-0.93303,66071260,1416194.0,richquack
XDATA,0.093207,23.69521,65981016,7491703.0,streamr-xdata
ERN,5.06,-6.35595,65938190,6654320.0,ethernity-chain
FOX,0.282776,-0.66254,65505216,658647.0,shapeshift-fox-token
POSI,1.82,-4.71907,65310238,11136406.0,position-token
DVF,5.4,1.12977,65233418,999567.0,dvf
SAMO,0.01978969,-1.75526,64455097,4448858.0,samoyedcoin
FLM,0.200306,-7.10537,64247433,7092090.0,flamingo-finance
GAS,4.59,-5.78137,63961178,9479521.0,gas
ETH2X-FLI,60.85,-1.71146,62998701,4083447.0,eth-2x-flexible-leverage-index
LINA,0.01928195,-4.73676,62923955,15648064.0,linear
ALPINE,5.53,-7.08359,62796724,547168184.0,alpine-f1-team-fan-token
ADS,2.78,-0.93864,62637096,1662773.0,adshares
TT,0.00726783,-1.63948,62432808,6400833.0,thunder-token
VELO,0.065762,-0.19251,62210376,773834.0,velo
CUBE,4.73,-7.14149,61588688,458130.0,somnium-space-cubes
SLIM,1.021,-3.73857,61207640,946577.0,solanium
AERGO,0.16746,-5.36159,60947543,5800471.0,aergo
CRE,0.00690179,1.5761,60884978,47738786.0,carry
FARM,93.06,-4.60886,60838502,12053740.0,harvest-finance
ADX,0.418242,7.274,60500292,10774685.0,adex
QUICK,167.23,-3.05608,60332718,5560403.0,quick
AIOZ,0.150184,-9.40326,60323161,660626.0,aioz-network
GRID,1.52,1.36782,59800579,1193.24,grid
AVA,1.15,-6.78846,59732706,2129036.0,concierge-io
CZRX,0.01073146,-5.06093,59596897,11174.78,compound-0x
HI,0.196347,-4.50354,59550535,1903766.0,hi-dollar
AQT,2.35,-4.22462,59397849,5443510.0,alpha-quark-token
HEC,18.01,3.1582,59253169,3132610.0,hector-dao
DDX,2.22,-11.737,58434506,349342.0,derivadao
BCN,0.00016615,2.72054,58425443,6781.41,bytecoin
RUNE,3.55,-0.96314,57545730,192679.0,thorchain-erc20
QANX,0.04449192,-6.12047,57512970,634888.0,qanplatform
NGC,0.733155,-14.01678,56949101,103292.0,naga
LOOMOLD,0.068045,-12.57527,56646692,973843.0,loom-network
SCNSOL,87.28,-3.17894,56519442,351264.0,socean-staked-sol
DGAT,5.6743e-08,1.7936,56282896,8.88,doge-army-token
DERC,1.69,-7.21079,56267167,2481100.0,derace
PHA,0.239209,-6.93844,55665018,12609511.0,pha
GYEN,0.00867275,-0.11914,55503474,531886.0,gyen
NMX,1.67,-0.8252,55117556,9081.17,nominex
NCT,0.03542244,-1.23239,54857273,2730293.0,polyswarm
MFT,0.0058438,-1.45809,54832379,7683702.0,mainframe
BLZ,0.168723,0.75736,54802742,10673862.0,bluzelle
NOIA,0.114078,-6.04551,54769354,394789.0,noia-network
VAI,0.916695,-1.23024,54594284,67327.0,vai
SAITO,0.03119373,-14.38735,54519632,1976953.0,saito
ALPACA,0.355468,-1.43447,54519201,3708431.0,alpaca-finance
BOR,342.7,-0.49847,54184978,9265.32,boringdao-[old]
BTS,0.01999003,-1.75865,54066817,6959211.0,bitshares
TPT,0.01558063,-2.60832,53954949,116328.0,token-pocket
LTO,0.178504,-4.945,53594873,4493139.0,lto-network
SWAP,0.67419,-2.37767,53456693,535469.0,trustswap
PHONON,0.01006032,-1.88691,53312657,276140.0,phonon-dao
DIA,0.885258,-2.31716,53143489,14613310.0,dia-data
BMX,0.300473,-1.13569,52941389,5409365.0,bitmart-token
BOSON,0.761532,-3.13621,52759912,2071705.0,boson-protocol
BEETS,0.786922,-8.77909,52615559,4988960.0,beethoven-x
DNT,0.069942,-2.79316,52447298,1099615.0,district0x
EROWAN,0.078644,-1.80033,52285780,2678941.0,sifchain
VEGA,4.36,-10.67064,52092072,1028770.0,vega-protocol
CHESS,0.818021,-2.71268,51948139,11499888.0,tranchess
HARD,0.483569,-7.96205,51855023,4788058.0,kava-lend
MIX,0.00990768,-2.12828,51013983,1572393.0,mixmarvel
MAPS,0.67794,0.94229,50967838,674281.0,maps
WOOP,0.120621,-2.73744,50850568,2885732.0,woonkly-power
BOND,8.27,-3.90988,50846833,7473273.0,barnbridge
CDT,0.078639,-26.1014,50655191,167943.0,blox
PHB,0.915194,5311.08239,50271405,3689580.0,red-pulse
KODA,0.00044595,14.61111,50208210,35493.0,koda-finance
TKO,0.662665,-1.59494,49313271,12785989.0,tokocrypto
NXS,0.26689,-0.00878,48923600,51850.0,nexus
IN,55.95,-7.37963,48751789,444484.0,invictus
LCX,0.08705,-2.63957,48733271,655020.0,lcx
KOIN,0.4879,-4.28108,48673129,138468.0,koinos
RFR,0.00989148,13.57857,48547127,39403572.0,refereum
FORTH,5.57,-4.91867,48191132,8306364.0,ampleforth-governance-token
GZONE,0.116162,4.61709,47915418,392728.0,gamezone
SIX,0.174739,-0.64113,47908546,3263039.0,six-network
COCOS,1.15,-7.12138,47906739,10716814.0,cocos-bcx
WHALE,6.37,-1.21206,47870503,983914.0,whale
FODL,0.188891,-1.2277,47463221,1502085.0,fodl-finance
PSWAP,0.01296784,-7.21948,47161668,851885.0,polkaswap
DASHD,0.691898,-2.41256,47036392,116681.0,dash-diamond
OVR,1.66,-1.13366,46856659,1848379.0,ovr
GNS,1.96,-17.36925,46833328,3958594.0,gains-network
QI,0.743703,-4.81705,46786520,519912.0,qi-dao
COS,0.0133953,-4.36474,45876148,2556721.0,contentos
JET,0.293056,-0.40892,45862967,135794.0,jet
BTM,0.02644604,-4.58859,45790462,3047388.0,bytom
CTXC,0.239607,-4.83581,45769387,4430311.0,cortex
CATE,1.33e-06,-6.92948,45739814,346889.0,catecoin
CELL,1.59,-5.72605,45695553,2291749.0,cellframe
QASH,0.067574,4.12997,45482854,120428.0,qash
BSCPAD,0.573299,4.22045,45374796,1052406.0,bscpad
CEUR,1.14,0.82478,45006737,337214.0,celo-euro
NRG,0.893521,-1.71182,44739308,165038.0,energi
TVK,0.103087,-2.37979,44700809,6990483.0,terra-virtua-kolect
UBSN,0.00028943,-16.17157,44572955,528260.0,silent-notary
PSG,14.3,-0.72621,44434740,30196296.0,paris-saint-germain-fan-token
NGM,0.879416,-2.21773,44108201,842725.0,e-money
FIRO,3.42,0.66801,43990264,1301531.0,zcoin
NEST,0.02151331,-9.36344,43859492,2485023.0,nest
GEIST,0.164515,-7.28737,43775123,272694.0,geist-finance
SPS,0.124477,-4.61085,43690270,768207.0,splinterlands
SCP,0.916,0.8561,43620048,27053.0,siaprime-coin
ATRI,0.02906568,-2.89794,43447233,251432.0,atari
AXN,2.67e-05,-14.41644,43431003,11103.42,axion
SBD,4.07,-3.74496,43231328,1584077.0,steem-dollars
GRS,0.541292,-4.38834,42904233,2497658.0,groestlcoin
DVPN,0.00621188,-2.30177,42903989,1409933.0,sentinel
TRB,18.44,0.96332,42888293,7940483.0,tellor
POLIS,1.99,-4.41254,42849101,6461812.0,star-atlas-dao
GODS,1.27,-9.79596,42796473,6723090.0,gods-unchained
FIO,0.089719,-2.83317,42717195,3796793.0,fio-protocol
USDK,1.0,-0.03898,42570436,187363822.0,usdk
SDN,0.841877,0.48075,42523591,2332671.0,shiden
LIT,1.37,1.01089,42386550,9508055.0,litentry
OOKI,0.01373531,-7.77228,42364560,11466104.0,ooki
RARI,6.98,-7.40097,42337981,844871.0,rarible
BEAN,0.988105,0.12319,42223066,277186.0,bean
ZIG,0.04784241,-8.11249,42062845,6252186.0,zignaly
MAP,0.01880354,-2.39674,41896351,763127.0,marcopolo
MOC,0.152572,-2.11918,41782532,4323929.0,mossland
SHFT,0.282809,-5.18182,41486098,174141.0,shyft-network-2
NCR,1.021,-8.74972,41282699,1343758.0,neos-credits
PRQ,0.280351,-9.05834,40710103,883917.0,parsiq
ALU,0.066332,-2.83321,40486124,939569.0,altura
SHIBDOGE,0.0,-14.7926,40383072,639289.0,shibadoge
GCR,4.02,4.92772,40273081,135408.0,global-coin-research
ORCA,2.63,-4.30085,40223489,5347333.0,orca
PNK,0.076907,-4.90991,40210213,675104.0,kleros
MINE,0.0365903,-0.47998,39896782,14962.78,pylon-protocol
PDEX,4.97,-14.7715,39803349,651815.0,polkadex
AION,0.079326,-1.56918,39745531,3315421.0,aion
BANANA,0.403062,-6.7016,39374968,1227881.0,apeswap-finance
XDEFI,0.794815,-0.01566,38565127,476737.0,xdefi
NULS,0.400719,-0.62653,38459485,14553694.0,nuls
ZCX,1.11,-1.41375,38374864,1235727.0,unizen
SNL,0.155584,-0.58048,38163620,624586.0,sport-and-leisure
NSBT,15.17,-10.45366,38163060,214555.0,neutrino-system-base-token
KOBE,0.938679,-1.71604,37907652,17454.73,shabu-shabu
VITE,0.04375185,-7.91409,37840038,1598590.0,vite
AE,0.095178,2.01035,37800343,1491028.0,aeternity
LOC,2.3,-2.82639,37794907,94708.0,lockchain
MDT,0.062416,-2.19435,37793446,14106166.0,measurable-data-token
IDIA,0.635433,-4.57298,37542717,381832.0,idia
DFL,0.060733,-7.67577,37461904,1363089.0,defi-land
MIMO,0.085007,-2.44422,37223298,81525.0,mimo-parallel-governance-token
BEL,0.775018,0.54236,37058488,4672701.0,bella-protocol
PAID,0.276009,5.21601,37020117,780918.0,paid-network
HTB,0.0477827,2.00297,37005758,368734.0,hotbit-token
HC,0.332355,0.85655,36981427,370866.0,hshare
FSN,0.517144,-12.27971,36791256,1374960.0,fsn
YLD,0.250163,-3.04487,36482496,630283.0,yield-app
CMDX,1.8,-4.11504,36343531,1478455.0,comdex
BYTZ,0.00404899,2.38361,36092663,6269.79,bytz
ICE,2.88,-4.95913,36085514,910460.0,ice-token
BONE,0.665793,-3.04333,36011572,1221118.0,bone-shibaswap
QSP,0.050486,-0.90337,36006369,1232728.0,quantstamp
LQTY,2.17,-10.89714,35955529,1868289.0,liquity
SB,225.27,0.87662,35845053,445594.0,snowbank
CITY,9.43,-1.07622,35839636,1619698.0,manchester-city-fan-token
VID,0.224735,-1.38035,35693567,265249.0,videocoin
VRSC,0.531364,-8.4842,35676790,6598.75,verus-coin
RAMP,0.087425,-7.72679,35540598,2888654.0,ramp
EDEN,0.352634,-1.61644,35451764,1373223.0,eden
HOGE,8.521e-05,7.75216,35337205,234489.0,hoge-finance
HOPR,0.231695,-10.41935,35020072,2570399.0,hopr
RVP,0.0291067,3.9469,34862290,67680.0,revolution-populi
BORING,0.03468324,0.31709,34755035,755600.0,boringdao
PNY,0.263669,0.41624,34740126,197948.0,peony-coin
SOFI,0.201114,-8.37417,34685972,1800728.0,rai-finance
HAI,0.072598,-2.62812,34402456,1294072.0,hackenai
OM,0.080346,-1.69217,34388940,4266165.0,mantra-dao
UPP,0.105626,-7.32421,34367476,4430021.0,sentinel-protocol
ROME,33.48,-11.26426,34350750,924559.0,rome
TABOO,0.00351305,-9.98777,34309189,1196967.0,taboo-token
NBS,0.01096554,-0.98046,34195382,2126659.0,new-bitshares
NFTX,81.22,-8.87625,34159917,320594.0,nftx
FIS,0.602917,-5.00149,33920760,3077265.0,stafi
DF,0.082206,-3.63262,33887560,2669339.0,dforce-token
ROOT,3639.83,,33886808,0.0,rootkit
BOA,0.110807,-4.30675,33732628,411681.0,bosagora
TCR,0.206751,-2.88423,33586893,4892941.0,tracer-dao
FINE,0.11763,1.04549,33475832,843392.0,refinable
BEAM,0.308454,-3.33784,33333734,2848487.0,beam
VOXEL,0.924567,-8.61269,33305724,10472232.0,voxies
HDP.Ф,0.499906,1.11229,33088698,64297.0,hedpay
ZINU,5.7026e-08,-4.48875,33080853,473946.0,zombie-inu
TALK,0.34062,-0.7736,33071943,1403905.0,talken
MNW,0.883254,-3.08818,32903536,664383.0,morpheus-network
ERC20,0.02907355,-13.38704,32827055,16287.39,erc20
ANJ,0.249951,-2.00072,32247942,152837.0,anj
TBTC,37423.0,-0.06645,32162225,1041761.0,tbtc
SNOW,3.21,-13.54748,32062062,23139.0,snowblossom
GET,2.0,0.82901,31861367,140129.0,get-token
SERO,0.09211,-0.93725,31740729,193978.0,super-zero
CIV,0.105583,0.59508,31618436,314134.0,civilization
KRT,0.00081859,-2.49833,31597062,278305.0,terra-krw
SIPHER,0.535192,-1.45258,31353937,194286.0,sipher
AKRO,0.01155279,2.12176,31248019,3875674.0,akropolis
VSYS,0.01241565,-5.74359,30853020,1070013.0,v-systems
NWC,0.207089,-5.10619,30683161,6616989.0,newscrypto-coin
BNS,0.073314,-2.23855,30543446,149112.0,bns-token
STOS,1.37,-4.3409,30384854,499158.0,stratos
LIT,0.00060422,-3.32477,30159593,2550459.0,lit
SDT,1.12,-6.67184,30082468,138499.0,stake-dao
SUKU,0.251824,-13.63051,29949835,5334645.0,suku
DEPO,0.077139,-0.20967,29833157,676692.0,depo
SX,0.37381,-1.36425,29813523,224438.0,sx-network
KAR,1.34,1.63515,29698297,1528723.0,karura
APX,0.062828,0.24339,29632640,213405.0,apollox-2
FST,2.49,-16.31906,29607498,280574.0,futureswap
SDAO,0.767443,-4.52959,29574503,1196779.0,singularitydao
SOLVE,0.066573,-4.08454,29182069,932160.0,solve-care
WIT,0.03259461,-1.2097,29068485,88138.0,witnet
XOR,70.26,-4.60793,28854740,1816424.0,sora
ATM,4.92,-0.3928,28841703,843807.0,atletico-madrid
USDP,0.997723,0.02442,28664764,506.02,usdp
RSV,0.999735,0.15067,28296323,104467.0,reserve
STACK,0.083544,-5.60958,28208369,674366.0,stackos
MET,2.26,-1.82982,28182173,63128.0,metronome
ES,0.02172544,2.4453,28130540,26836.0,era-swap-token
FRONT,0.404458,-3.32197,28109720,7802667.0,frontier-token
CGG,0.559031,-5.4181,28068023,234056.0,chain-guardians
UFT,0.44998,1.93864,28030760,1240115.0,unlend-finance
EDG,0.00418068,-5.7873,28028883,112528.0,edgeware
MTV,0.00804984,-2.70472,27922148,4983344.0,multivac
APL,0.00189786,-2.15788,27859261,3892482.0,apollo
INV,357.69,-10.59397,27808295,1392789.0,inverse-finance
XHV,1.9,-5.70349,27632337,252782.0,haven
WICC,0.131648,-1.61717,27597147,1371505.0,waykichain
PSP,0.113631,0.87657,27594226,644034.0,paraswap
YLDY,0.00607687,-10.09852,27517312,34568.0,yieldly
YVE-CRVDAO,1.94,-1.99902,27256129,2893.73,vecrv-dao-yvault
GLCH,0.390675,-6.85195,27213821,1081837.0,glitch-protocol
KRL,0.712805,-4.39897,27208888,662006.0,kryll
XFT,5.63,7.09728,26853054,2301217.0,offshift
BRD,0.311169,-3.76211,26702353,1132597.0,bread
STT,1.1,-2.34961,26523310,89600.0,starterra
WOZX,0.161825,-4.55982,26465111,1053987.0,wozx
OBTC,40438.0,0.0,26355745,0.0,boringdao-btc
GNY,0.153558,-0.30851,26342010,24153.0,gny
PKF,0.680178,-3.41796,26163869,442580.0,polkafoundry
CREAM,33.86,1.97473,25914830,2607189.0,cream-2
LON,1.021,-0.16531,25844797,1139905.0,tokenlon
SILO,0.249598,-9.35092,25758845,129313.0,silo-finance
ZKS,0.113714,0.86197,25410823,4628912.0,zkspace
MUTE,0.810782,24.75536,25358554,563983.0,mute
SPIRIT,0.0817,-7.94395,25308006,829939.0,spiritswap
CXO,0.151428,-6.92774,25271445,142879.0,cargox
FWB,42.31,-2.76955,25256814,191626.0,friends-with-benefits-pro
CAPS,0.051218,-3.26818,25232048,618295.0,coin-capsule
HOTCROSS,0.225669,-2.50222,25185042,1992367.0,hot-cross
DXD,497.34,-4.51706,25130086,458171.0,dxdao
PIB,0.00214938,0.57468,25124499,262034.0,pibble
PBX,0.01062344,-9.00816,25096717,2082151.0,paribus
POND,0.03119026,-4.54971,25055818,12662495.0,marlin
GFI,2.23,-8.72958,24999670,1795377.0,goldfinch
MIST,19.17,-2.612,24799287,921897.0,alchemist
BUX,0.382339,-3.7021,24788580,146782.0,blockport
XELS,3.82,-2.9676,24775181,702362.0,xels
PBTC,37607.0,0.84889,24680898,9538.82,ptokens-btc
YCC,0.00499575,-22.88051,24653856,129206.0,yuan-chain-coin
PNG,0.285279,-4.25546,24510899,1102884.0,pangolin
CVP,0.890496,-1.88932,24466226,2120956.0,concentrated-voting-power
LAZIO,2.84,-6.02043,24397712,7792757.0,lazio-fan-token
ARV,0.000374,-2.47143,24387619,3351710.0,ariva
MVI,126.42,-5.72691,24353232,360978.0,metaverse-index
SBR,0.0333224,-6.82395,24264524,544631.0,saber
HBC,2.97,-1.07888,24240807,6402.71,hbtc-token
DEXT,0.227706,-6.3603,24161871,163198.0,dextools
SIS,2.5,20.80144,24152558,3919518.0,symbiosis-finance
CVNT,1.6,-9.06789,24132936,2162.05,content-value-network
HIBS,0.00242249,-3.5565,24061608,168237.0,hiblocks
INSUR,0.498799,-2.61914,24056709,2361221.0,insurace
SWAPXI,1.14,,24040468,0.0,swapxi-token
TRIAS,4.78,-3.10687,23939055,1410704.0,trias-token
CHAIN,0.08108,-3.32224,23905765,426385.0,chain-games
SOCKS,78511.0,1.67342,23754953,1718.9,unisocks
AST,0.137912,-3.80433,23730300,618442.0,airswap
WLITI,0.00961705,-0.25069,23602506,62464.0,wliti
JADE,21.18,-1.22659,23596429,1747791.0,jade-protocol
OXEN,0.410645,-6.71874,23476482,60734.0,loki-network
SPA,16.43,-4.91441,23446547,43794.0,spartacus
FOAM,0.067797,6.84499,23431453,8770.45,foam-protocol
DEXE,6.63,-3.49459,23331380,1597757.0,dexe
BTU,0.290973,-30.21425,23288371,471.43,btu-protocol
DETO,0.306733,2.10739,23175192,100068.0,delta-exchange-token
LGCY,0.00187376,-15.46602,23101966,396778.0,lgcy-network
UNFI,4.4,-4.81851,22931152,14677851.0,unifi-protocol-dao
QUARTZ,7.9,-2.33557,22862757,1524688.0,sandclock
RDD,0.00074024,-5.42809,22804125,31411.0,reddcoin
FLX,125.74,-6.6002,22791271,376006.0,reflexer-ungovernance-token
RAINI,0.0468887,-4.96192,22746553,218178.0,rainicorn
XCP,8.73,2.4792,22732689,71164.0,counterparty
EL,0.0070931,-2.66324,22521532,603825.0,elysia
NIM,0.00251373,-4.37613,22516797,872230.0,nimiq-2
STAKE,10.63,1.21459,22442176,16012.39,xdai-stake
PUT,0.00108872,-3.21388,22398235,992.46,putincoin
AVT,2.28,-8.08467,22377341,399802.0,aventus
SWTH,0.01295681,-2.77917,22279597,61618.0,switcheo
HEGIC,0.03161596,-7.32673,22240824,1035793.0,hegic
GO,0.01951297,-4.01453,22142211,507149.0,gochain
TRYB,0.071616,-1.05641,22044001,1189478.0,bilira
INST,1.23,-2.86222,22032271,27769.0,instadapp
MATH,0.146195,-3.83107,21988178,153760.0,math
ULT,0.01134897,0.18214,21785331,28000.0,ultiledger
GENE,6.23,-2.95956,21772107,650284.0,genopets
LORDS,0.426665,-18.6219,21748574,1413765.0,lords
RAIDER,3.37,-10.26407,21719751,1521689.0,crypto-raiders
DG,335.69,-1.21816,21710737,23823.0,decentral-games-old
DOBO,3.7525e-08,-2.003,21704592,28511.0,dogebonk
ENTR,0.709041,-17.19712,21691425,433229.0,enterdao
BEPRO,0.00292173,-10.50215,21400765,761339.0,bepro-network
MONSTA,0.00387157,-0.73207,21379044,22961.0,cake-monster
STEP,0.145396,-1.0107,21302618,9662487.0,step-finance
EPIK,0.091524,-21.38383,21283178,1978838.0,epik-prime
DRGN,0.057727,-5.35673,21271069,276067.0,dragonchain
OPUL,0.517355,-8.74422,21108397,1027850.0,opulous
LIKE,0.01915389,-5.73464,21043899,80086.0,likecoin
FOR,0.03713555,-4.28941,20888190,5207358.0,force-protocol
PAC,0.00128496,-9.37921,20793500,98544.0,paccoin
RBC,0.18637,-6.70031,20531169,1826266.0,rubic
ID,0.175329,-3.87144,20504226,112281.0,everid
PART,1.71,1.3795,20362582,34313.0,particl
WING,8.7,0.04669,20359209,2147470.0,wing-finance
ADAPAD,0.0561,-3.76531,20236472,230667.0,adapad
LED,0.52488,59.64969,20194610,1906407.0,ledgis
EPIC,1.46,-2.34002,20131533,12857.24,epic-cash
DEHUB,0.0061171,-3.33234,20097479,100682.0,dehub
OCC,0.992299,-3.74128,20094289,175839.0,occamfi
EJS,0.03080966,-3.9716,19874224,545602.0,enjinstarter
VSP,2.33,-0.22881,19860435,125583.0,vesper-finance
ANGLE,0.267462,-13.25726,19835940,765450.0,angle-protocol
CRU,5.8,-10.33238,19741625,1759653.0,crust-network
GMEE,0.124676,-3.78895,19651231,2521274.0,gamee
LBC,0.03018573,-0.23409,19548183,19261.88,lbry-credits
SHDW,0.625704,-3.97223,19417272,1536174.0,genesysgo-shadow
LQDR,13.28,-7.4035,19403014,740490.0,liquiddriver
LYRA,0.211482,0.21876,19246266,116777.0,lyra-finance
ADP,0.03058357,-1.37291,19171373,2126574.0,adappter-token
MBL,0.00541592,-2.56315,19145004,6637227.0,moviebloc
MITH,0.03091296,-3.39518,19107126,5085394.0,mithril
NUM,0.300515,-15.83068,19102846,1121430.0,numbers-protocol
PENDLE,0.20282,-11.4737,18919768,1055250.0,pendle
VEED,0.00339528,-5.61498,18885713,29381.0,veed
MTRG,1.55,-3.33081,18775475,294304.0,meter
NEX,0.640932,-3.40354,18693541,1989.29,neon-exchange
WPP,0.00600414,-15.62961,18683717,14136.5,wpp-token
SHA,0.0033375,-9.3126,18571206,135928.0,safe-haven
REVV,0.083356,-6.62406,18544606,3658322.0,revv
VIDT,0.400423,-1.59849,18493990,2787147.0,v-id-blockchain
QRL,0.242325,0.10324,18449602,53152.0,quantum-resistant-ledger
PIVX,0.269563,0.11794,18447168,101695.0,pivx
GTO,0.02784708,-5.24379,18443173,3724686.0,gifto
KEY,0.00665634,-1.39793,18434483,5187612.0,selfkey
PNT,0.548092,-5.49275,18426401,2343361.0,pnetwork
ETHBULL,190.94,-0.81108,18261200,3983684.0,3x-long-ethereum-token
ALI,0.03457721,-9.80159,18249155,700905.0,alethea-artificial-liquid-intelligence-token
VIRES,61.99,7.72873,18187742,62177.0,vires-finance
FOLD,19.67,-3.20642,18177718,1295929.0,manifold-finance
AXEL,0.172888,0.2611,18142116,27163.0,axel
XED,0.229099,-4.44343,18081337,227768.0,exeedme
MTA,0.6304,-3.11791,17974972,573390.0,meta
UMB,0.127129,2.11912,17841411,1184690.0,umbrella-network
NIF,8.9,2.2066,17747857,458332.0,unifty
CTX,6.16,-4.78749,17700206,147929.0,cryptex-finance
STANDARD,10.26,-9.11329,17574756,283344.0,stakeborg-dao
TRANQ,0.414369,2.04102,17521589,899022.0,tranquil-finance
MUSE,19.77,-10.69259,17505353,188565.0,muse-2
WEGRO,0.00417791,-0.2818,17484551,625.33,wegro
DACXI,0.00494983,-3.67286,17462602,117498.0,dacxi
DOG,0.00385221,-2.13193,17439176,60958.0,the-doge-nft
DORA,4.87,-3.64322,17433384,7371053.0,dora-factory
SLND,1.82,-0.89543,17390072,408221.0,solend
JUP,0.01933332,-6.86186,17365192,444184.0,jupiter
LUFFY,3.8e-10,-4.6958,17361998,402682.0,luffy-inu
SHILL,0.181627,-2.62502,17350666,2611777.0,shill-token
EEUR,1.081,1.02692,17334287,6973556.0,e-money-eur
STEAMX,0.00017323,-4.42448,17322789,50759.0,steam-exchange
GAME,0.529571,-1.09591,17312099,1138003.0,gamestarter
AVG,0.753861,-5.17226,17232087,132675.0,avaocado-dao
YAK,1998.72,-6.21199,17133300,188917.0,yield-yak
VTC,0.273005,-4.02561,17115924,224743.0,vertcoin
MFG,0.064547,-2.52369,17105747,40363.0,smart-mfg
PGX,0.299207,-6.03982,17068573,1423484.0,pegaxy-stone
ROUTE,2.62,-4.1541,16969346,2758174.0,route
SLINK,14.93,3.18266,16965717,681249.0,slink
LTX,0.528742,-4.29705,16945176,257863.0,lattice-token
OPCT,0.141638,-12.46705,16925804,550041.0,opacity
LUS,0.854149,-12.76139,16920136,860564.0,luna-rush
KYL,0.065449,-1.30151,16868431,235705.0,kylin-network
TRONPAD,0.02433149,-6.92572,16866696,550776.0,tronpad
HAPI,25.08,-4.69655,16852229,843143.0,hapi
UNCX,465.57,3.4781,16826493,358249.0,unicrypt-2
LNR,2.142e-08,-5.26275,16741812,946655.0,lunar
MHC,0.00495522,-4.19921,16704167,520160.0,metahash
ZCN,0.345703,-1.50861,16681398,140437.0,0chain
MORK,1.96,1.05733,16633843,1265.71,mork
FNC,0.409914,-8.04846,16631100,1603077.0,fancy-games
SHX,0.00309068,-8.89151,16626130,330069.0,stronghold-token
FWT,0.00833684,-2.99939,16611908,1554127.0,freeway-token
GOG,0.490821,-3.09225,16573633,1567133.0,guild-of-guardians
PUSH,1.11,-7.82705,16532117,481424.0,ethereum-push-notification-service
THT,0.060952,6.16655,16526328,115196.0,thought
IQN,3.01,0.68418,16521629,2328690.0,iqeon
INTER,5.5,-0.50079,16500362,356131.0,inter-milan-fan-token
TULIP,11.51,0.04732,16469555,356455.0,solfarm
OOE,0.110465,-3.84882,16469209,1843361.0,openocean
MBX,0.00378814,-3.70235,16399583,324993.0,mobiecoin
TONIC,9.60694e-07,-5.78716,16311026,2531650.0,tectonic
POLYDOGE,1.9024e-08,-3.30392,16246284,694260.0,polydoge
MINDS,1.79,-2.97238,16214258,35811.0,minds
SYLO,0.00450808,-7.66422,16207411,444568.0,sylo
BPT,2.91,-2.58111,16146255,15514.02,blackpool-token
SWFTC,0.00245933,-14.81399,16143310,10481053.0,swftcoin
DANA,1.85,-5.59558,16100318,118617.0,ardana
BPRO,5.5,0.32505,16082954,63894.0,b-protocol
SLRS,0.290894,-1.13386,16074600,64770.0,solrise-finance
GM,3.353e-05,-3.32218,15977053,2850876.0,gm
PAPER,0.01762836,-12.19807,15966572,1583802.0,dope-wars-paper
PPC,0.582331,1.56228,15929323,6133.98,peercoin
JUV,5.9,-5.17542,15924568,2365793.0,juventus-fan-token
VITA,1.76,-0.74294,15866762,12095.42,vitadao
SIGNA,0.00732587,-0.6984,15766545,77383.0,signum
BAR,5.26,-3.02678,15583426,803074.0,fc-barcelona-fan-token
PDT,0.15104,4.5867,15574754,402230.0,paragonsdao
USDS,0.998636,-0.75949,15331888,1832909.0,sperax-usd
ABT,0.155147,-10.00189,15321517,4227221.0,arcblock
THALES,1.14,-2.23128,15223436,88300.0,thales
ZANO,1.16,5.21207,15199564,150631.0,zano
SNTVT,0.00601958,-5.48333,15170282,182860.0,sentivate
IDRT,6.965e-05,-0.06708,15098638,680557.0,rupiah-token
CHI,0.262163,-4.78066,15093681,26258.0,chimaera
CHNG,0.076472,-2.25244,15065369,163248.0,chainge-finance
DEGO,2.77,-5.69093,14993435,3731255.0,dego-finance
AXC,12.65,1.21646,14992887,337202.0,axia-coin
UPI,0.060081,-2.37629,14981900,2500519.0,pawtocol
DIP,0.075265,-8.23729,14944227,81652.0,etherisc
ZOOM,0.03708482,-3.06962,14930406,31352.0,coinzoom-token
XCUR,1.78,-3.08532,14925163,873842.0,curate
VENT,0.203312,-6.66454,14923763,88840.0,vent-finance
DERI,0.113482,0.1623,14864392,231205.0,deri-protocol
XEP,0.00085589,-4.24216,14848098,7249.29,electra-protocol
DSLA,0.00282975,-8.84883,14783058,504855.0,stacktical
PREMIA,1.39,-7.10885,14755378,96425.0,premia
